ROME HOLIDAY SUITE - GREEN ROOM,"Room in Rome, Italy",1 double bed ·  · Shared bathroom,€ 160 ,Stay with Fabio, · 13 years hosting,Not guest favourite,Not guest favourite
Cameretta Appartamento Pina,"Room in Rome, Italy",1 bedroom ·  · Dedicated bathroom,€ 100 ,Stay with Giuseppina,8 months hosting,Not guest favourite,Not guest favourite
Villa The Green Door - Holiday House near Rome,"Entire home in Fonte Nuova, Italy",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 92 ,Hosted by Anna Maria,6 months hosting,Not guest favourite,Not guest favourite
Holiday house in the town center,"Entire rental unit in Palombara Sabina, Italy",4 guests ·  · 2 bedrooms ·  · 3 beds ·  · 1 bath,€ 65 ,Hosted by Roberta, · 9 years hosting,4.89,45
Comfort Rome Room-Tulipano (aaa),"Room in Rome, Italy",1 bedroom ·  · Private attached bathroom,€ 136 ,Hosted by Ruohua, · 9 years hosting,Not guest favourite,Not guest favourite
Apartment suitable for all,"Entire rental unit in Rome, Italy",3 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 70 ,Hosted by Valbona,5 months hosting,Not guest favourite,Not guest favourite
Vatican Loft 3 -Amazing apartment near the Vatican,"Entire condo in Rome, Italy",8 guests ·  · 2 bedrooms ·  · 5 beds ·  · 2 baths,€ 492 ,Hosted by Giulia,2 years hosting,Not guest favourite,Not guest favourite
Vatican big terrace design modern luxury suite,"Entire rental unit in Rome, Italy",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 135 ,Hosted by Luca B.,9 years hosting,Not guest favourite,Not guest favourite
Da Andrea a Trastevere,"Entire rental unit in Rome, Italy",4 guests ·  · 1 bedroom ·  · 1 bath,€ 340 ,Hosted by Andrea,2 months hosting,Not guest favourite,Not guest favourite
Triple room bathroom ensuite near the Centre,"Room in Rome, Italy",2 beds ·  · Private attached bathroom,€ 123 ,Hosted by Michela,12 years hosting,Not guest favourite,Not guest favourite
House inside Veio Park,"Entire home in Rome, Italy",3 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 135 ,Hosted by Alis,7 months hosting,Not guest favourite,Not guest favourite
Apartment 10 min Vaticans Museums,"Entire rental unit in Rome, Italy",4 guests ·  · 2 bedrooms ·  · 1 bed ·  · 1 bath,€ 515 ,Hosted by Matteo, · 10 months hosting,Not guest favourite,Not guest favourite
Room in a Real Castle,"Room in Rome, Italy",1 bedroom ·  · Private attached bathroom,€ 68 ,Hosted by Claudio,3 years hosting,5.0,6
Sonder Testaccio | King Room w/ Terrace,"Room in boutique hotel in Rome, Italy",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 356 ,Hosted by Sonder (Rome),5 years hosting,Not guest favourite,Not guest favourite
Overlooking the countryside [Free WIFI+Netflix],"Entire rental unit in Spregamore, Italy",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 411 ,Hosted by Riccardo,6 months hosting,Not guest favourite,Not guest favourite
vacation home Micaela,"Entire rental unit in Rome, Italy",4 guests ·  · 1 bedroom ·  · 1 bath,€ 270 ,Hosted by Micaela, · 10 months hosting,4.96,28
Room in a Real Castle,"Room in Rome, Italy",1 bedroom ·  · Private attached bathroom,€ 68 ,Hosted by Claudio,3 years hosting,5.0,6
Casa de la Playa,"Entire rental unit in Lido di Ostia, Italy",2 guests ·  · 1 bedroom ·  · 1 bath,Price not specified,Hosted by Fabiana,3 years hosting,Not guest favourite,Not guest favourite
Central loft with a big garden and luxury design,"Entire condo in Rome, Italy",4 guests ·  · 2 bedrooms ·  · 3 beds ·  · 2 baths,€ 207 ,Hosted by Marco, · 8 years hosting,Not guest favourite,Not guest favourite
Green Oasis Villa,"Entire villa in Rome, Italy",10 guests ·  · 4 bedrooms ·  · 9 beds ·  · 4 baths,€ 307 ,Hosted by Claudio, · 2 years hosting,Not guest favourite,Not guest favourite
AqueductAntichi orange room,"Room in Rome, Italy",1 double bed ·  · Shared bathroom,€ 104 ,Hosted by Alessandra,10 months hosting,Not guest favourite,Not guest favourite
"Superb Flat in a green quiet area of Rome, Terrace","Entire condo in Rome, Italy",7 guests ·  · 3 bedrooms ·  · 5 beds ·  · 2 baths,€ 523 ,Hosted by Francesca,4 years hosting,Not guest favourite,Not guest favourite
Stately apartment building,"Entire rental unit in Rome, Italy",3 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 100 ,Hosted by Nicolo',9 years hosting,Not guest favourite,Not guest favourite
Vatican R(h)ome,"Entire rental unit in Rome, Italy",4 guests ·  · 1 bedroom ·  · 1 bed ·  · 1.5 baths,€ 350 ,Hosted by Crescenzo,7 months hosting,Not guest favourite,Not guest favourite
Giulia's Rome House,"Entire rental unit in Rome, Italy",4 guests ·  · 2 bedrooms ·  · 2 beds ·  · 2 baths,€ 295 ,Hosted by Vincenzo,9 years hosting,Not guest favourite,Not guest favourite
Double room with garden view,"Private room in guesthouse in Formello, Italy",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 120 ,Hosted by Silvia,2 years hosting,Not guest favourite,Not guest favourite
Rhome Away Olimpico,"Entire rental unit in Rome, Italy",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 356 ,Hosted by Elmar,4 years hosting,Not guest favourite,Not guest favourite
Escher Suite at Vatican,"Entire rental unit in Rome, Italy",4 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 814 ,Hosted by Eleonora,1 year hosting,Not guest favourite,Not guest favourite
Bright Dome View,"Entire rental unit in Rome, Italy",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 400 ,Hosted by Debora,1 year hosting,Not guest favourite,Not guest favourite
Quiet bright apartment,"Entire condo in Albano Laziale, Italy",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 90 ,Hosted by Sara,1 year hosting,Not guest favourite,Not guest favourite
Villa La Castagnola b&b room 2,"Room in Rocca di Papa, Italy",2 beds ·  · Private attached bathroom,€ 92 ,Hosted by Danila, · 2 years hosting,Not guest favourite,Not guest favourite
Bright Dome View,"Entire rental unit in Rome, Italy",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 400 ,Hosted by Debora, · 2 years hosting,Not guest favourite,Not guest favourite
Double room with garden view,"Private room in guesthouse in Formello, Italy",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 120 ,Hosted by Silvia,2 years hosting,Not guest favourite,Not guest favourite
Quiet bright apartment,"Entire condo in Albano Laziale, Italy",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 90 ,Hosted by Sara,1 year hosting,Not guest favourite,Not guest favourite
"Villino San Cosimato, in the heart of Trastevere","Entire home in Rome, Italy",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 886 ,Hosted by Giacomo, · 10 years hosting,Not guest favourite,Not guest favourite
Villa La Castagnola b&b room 2,"Room in Rocca di Papa, Italy",2 beds ·  · Private attached bathroom,€ 92 ,Hosted by Danila, · 2 years hosting,Not guest favourite,Not guest favourite
Hemingway apartment at Vaticano,"Entire rental unit in Rome, Italy",4 guests ·  · 2 bedrooms ·  · 2 beds ·  · 2 baths,"€ 1,735 ",Hosted by Eleonora,1 year hosting,Not guest favourite,Not guest favourite
"CENTRAL B&B in ROME ""SUNFLOWER ROOM","Room in Rome, Italy",1 double bed ·  · Dedicated bathroom,€ 180 ,Hosted by Marco,8 years hosting,4.94,17
Ninkasi Bed & Beers,"Entire rental unit in Rome, Italy",7 guests ·  · 3 bedrooms ·  · 4 beds ·  · 2 baths,€ 315 ,Hosted by Marco, · 6 years hosting,Not guest favourite,Not guest favourite
Cozy apartment,"Entire vacation home in Monterotondo, Italy",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 96 ,Hosted by Michele,2 months hosting,Not guest favourite,Not guest favourite
parioli cozy house,"Entire rental unit in Rome, Italy",5 guests ·  · 2 bedrooms ·  · 4 beds ·  · 2 baths,€ 826 ,Hosted by Olimpia, · 7 years hosting,Not guest favourite,Not guest favourite
entire family home,"Entire rental unit in Rome, Italy",5 guests ·  · 2 bedrooms ·  · 2 beds ·  · 2 baths,€ 237 ,Hosted by Annarita, · 7 years hosting,Not guest favourite,Not guest favourite
Two bedrooms flat,"Entire rental unit in Rome, Italy",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 250 ,Hosted by Allaboutlisa,1 month hosting,Not guest favourite,Not guest favourite
Sofia's Suites,"Room in Rome, Italy",1 bedroom ·  · Private attached bathroom,€ 85 ,Hosted by Davide,9 months hosting,Not guest favourite,Not guest favourite
Casa Vintage - Piazza Bologna,"Entire vacation home in Rome, Italy",4 guests ·  · 2 bedrooms ·  · 4 beds ·  · 1 bath,€ 213 ,Hosted by Michela,9 years hosting,Not guest favourite,Not guest favourite
House with garden,"Entire home in Marino, Italy",4 guests ·  · 2 bedrooms ·  · 1 bed ·  · 1.5 baths,€ 96 ,Hosted by Luisa,7 years hosting,Not guest favourite,Not guest favourite
Magical apartment: La Dimora dei plauzi,"Entire condo in Tivoli, Italy",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 77 ,Hosted by Alessandra,8 years hosting,Not guest favourite,Not guest favourite
2 My Domus single room 2,"Room in Rome, Italy",3 bedrooms ·  · 5 beds ·  · Shared bathroom,€ 68 ,Hosted by Stefano,6 years hosting,Not guest favourite,Not guest favourite
Entire airport/NuovaFiera home,"Entire home in Piana del Sole, Italy",4 guests ·  · 2 bedrooms ·  · 2 baths,€ 108 ,Hosted by Riccardo, · 12 years hosting,Not guest favourite,Not guest favourite
2 My Domus single room 2,"Room in Rome, Italy",3 bedrooms ·  · 5 beds ·  · Shared bathroom,€ 68 ,Hosted by Stefano,6 years hosting,Not guest favourite,Not guest favourite
Large room in beautiful exclusive villa,"Room in Grottaferrata, Italy",1 bedroom ·  · Shared bathroom,€ 39 ,Hosted by Tiziana,2 years hosting,Not guest favourite,Not guest favourite
Entire airport/NuovaFiera home,"Entire home in Piana del Sole, Italy",4 guests ·  · 2 bedrooms ·  · 2 baths,€ 108 ,Hosted by Riccardo, · 12 years hosting,Not guest favourite,Not guest favourite
Rhome Colosseum,"Entire rental unit in Rome, Italy",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 950 ,Hosted by Marco,3 months hosting,Not guest favourite,Not guest favourite
Amazing Country House La Volpe,"Entire home in Rome, Italy",6 guests ·  · 3 bedrooms ·  · 3 beds ·  · 3.5 baths,€ 671 ,Hosted by Lavinia,13 years hosting,Not guest favourite,Not guest favourite
Il Borghetto,"Entire rental unit in Mentana, Italy",3 guests ·  · 1 bedroom ·  · 1 bath,€ 90 ,Hosted by Oksana,13 years hosting,Not guest favourite,Not guest favourite
Double with private bathroom 2,"Room in Rome, Italy",1 double bed ·  · Private attached bathroom,€ 270 ,Hosted by Patrizia,9 months hosting,Not guest favourite,Not guest favourite
Design House + parking,"Entire condo in Rome, Italy",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,"€ 4,900 ",Hosted by Andrea, · 1 year hosting,Not guest favourite,Not guest favourite
Muna Rooftop,"Entire rental unit in Rome, Italy",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 550 ,Hosted by Carlo,2 years hosting,Not guest favourite,Not guest favourite
Luxury open space suite 50m2,"Entire rental unit in Rome, Italy",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 210 ,Hosted by Daniele,7 years hosting,Not guest favourite,Not guest favourite
internal 3,"Entire home in Rome, Italy",5 guests ·  · 2 bedrooms ·  · 5 beds ·  · 2 baths,€ 104 ,Hosted by Pierluca,6 months hosting,Not guest favourite,Not guest favourite
❋Little jewel in Bologna's Square❋,"Entire rental unit in Rome, Italy",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,"€ 1,000 ",Hosted by Laura,4 years hosting,Not guest favourite,Not guest favourite
Magnetic Residence,"Entire villa in Rome, Italy",5 guests ·  · 3 bedrooms ·  · 3 beds ·  · 2 baths,€ 260 ,Hosted by Nadia,7 years hosting,Not guest favourite,Not guest favourite
"Castelli Romani Apartment, Monte Compatri","Entire vacation home in Colle di Fuori, Italy",7 guests ·  · 2 bedrooms ·  · 5 beds ·  · 1 bath,€ 90 ,Hosted by Matteo,6 years hosting,Not guest favourite,Not guest favourite
Burgundy's born,"Private room in serviced apartment in Rome, Italy",1 guest ·  · 1 bedroom ·  · 1 shared bath,€ 137 ,Hosted by Laura,2 years hosting,Not guest favourite,Not guest favourite
ComfortHome for Ryder Cup,"Entire home in Marco Simone, Italy",3 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 211 ,Hosted by Eleonora,7 months hosting,Not guest favourite,Not guest favourite
Casa Mobile 4 people,"Tiny home in Rome, Italy",4 guests ·  · 2 bedrooms ·  · 3 beds ·  · 1 bath,€ 111 ,Hosted by Baia Holiday,7 years hosting,Not guest favourite,Not guest favourite
Ryder Cup 2023 b&b,"Private room in bed and breakfast in Colleverde II, Italy",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 49 ,Hosted by Greta,7 months hosting,Not guest favourite,Not guest favourite
Muna Rooftop,"Entire rental unit in Rome, Italy",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 550 ,Hosted by Carlo,2 years hosting,Not guest favourite,Not guest favourite
"San Giovanni ""Wine"" Apartment","Entire rental unit in Rome, Italy",4 guests ·  · 1 bedroom ·  · 1 bath,"€ 1,800 ",Hosted by Alessandro, · 2 years hosting,Not guest favourite,Not guest favourite
Luxory rooms Corner of Paradise,"Room in hotel in Formello, Italy",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 108 ,Hosted by Silvia,6 years hosting,Not guest favourite,Not guest favourite
ComfortHome for Ryder Cup,"Entire home in Marco Simone, Italy",3 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 211 ,Hosted by Eleonora,7 months hosting,Not guest favourite,Not guest favourite
Rydercup Marco Simone guesthouse,"Entire condo in Marco Simone, Italy",6 guests ·  · 2 bedrooms ·  · 3 beds ·  · 2 baths,€ 160 ,Hosted by Marie Elaine,9 months hosting,Not guest favourite,Not guest favourite
Ryder Cup 2023 b&b,"Private room in bed and breakfast in Colleverde II, Italy",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 49 ,Hosted by Greta,7 months hosting,Not guest favourite,Not guest favourite
Giardini Penelope: room Calipso,"Private room in bed and breakfast in Pantanelle, Italy",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 196 ,Hosted by Ciro,9 months hosting,Not guest favourite,Not guest favourite
Charming Studio Apartment Zona Aurelia,"Entire rental unit in Rome, Italy",2 guests ·  · 1 bedroom ·  · 1 bath,€ 180 ,Hosted by Carlotta,9 months hosting,Not guest favourite,Not guest favourite
the cottage on the rooftops,"Entire rental unit in Monterotondo, Italy",4 guests ·  · 1 bedroom ·  · 1 bath,€ 66 ,Hosted by Rosarita,2 months hosting,Not guest favourite,Not guest favourite
Carpediem Roma Golf Club Apartment sup. v. golf,"Entire condo in Marco Simone, Italy",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 237 ,Hosted by Carpediem Roma Golf Club,1 year hosting,Not guest favourite,Not guest favourite
Vatican Apartment,"Entire rental unit in Rome, Italy",5 guests ·  · 2 bedrooms ·  · 3 beds ·  · 2 baths,€ 254 ,Hosted by Paolo,3 months hosting,Not guest favourite,Not guest favourite
Family home in central Rome,"Entire rental unit in Rome, Italy",6 guests ·  · 2 bedrooms ·  · 4 beds ·  · 2 baths,€ 392 ,Hosted by Sara,12 years hosting,Not guest favourite,Not guest favourite
villatarsia,"Entire home in Rome, Italy",3 guests ·  · 1 bedroom ·  · 1 bath,€ 90 ,Hosted by Bruno, · 9 months hosting,Not guest favourite,Not guest favourite
Ostia Antica Residenza Hic Et Nunc,"Entire rental unit in Rome, Italy",4 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 96 ,Hosted by Marco,1 year hosting,Not guest favourite,Not guest favourite
Stevenson room 101,"Room in Rome, Italy",0 bedrooms ·  · Shared bathroom,€ 135 ,Hosted by Simone,5 years hosting,Not guest favourite,Not guest favourite
Apartment In Trastevere,"Entire condo in Rome, Italy",2 guests ·  · Studio ·  · 2 beds ·  · 0 baths,€ 295 ,Hosted by Francesca,8 years hosting,Not guest favourite,Not guest favourite
Il Casale dell 'Ara delle Rose,"Farm stay in Rome, Italy",9 guests ·  · 3 bedrooms ·  · 6 beds ·  · 4.5 baths,€ 200 ,Hosted by Alessandra,12 years hosting,Not guest favourite,Not guest favourite
"Villa Belvedere, 3 parking spaces 5 km from Frascati","Entire home in Rocca Priora, Italy",8 guests ·  · 2 bedrooms ·  · 3 beds ·  · 1 bath,€ 72 ,Hosted by Valentina,5 months hosting,Not guest favourite,Not guest favourite
Stevenson room 101,"Room in Rome, Italy",0 bedrooms ·  · Shared bathroom,€ 135 ,Hosted by Simone,5 years hosting,Not guest favourite,Not guest favourite
Elegant and Modern Suit in Rome,Room in Rome,1 bed ·  · Shared bathroom,€ 375 ,Hosted by Annie,5 years hosting,Not guest favourite,Not guest favourite
Villino  Valedie’,"Entire rental unit in Guidonia, Italy",3 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 118 ,Hosted by Diego Lorenzo,11 months hosting,Not guest favourite,Not guest favourite
Apartment In Trastevere,"Entire condo in Rome, Italy",2 guests ·  · Studio ·  · 2 beds ·  · 0 baths,€ 295 ,Hosted by Francesca,8 years hosting,Not guest favourite,Not guest favourite
"Villa Belvedere, 3 parking spaces 5 km from Frascati","Entire home in Rocca Priora, Italy",8 guests ·  · 2 bedrooms ·  · 3 beds ·  · 1 bath,€ 72 ,Hosted by Valentina,5 months hosting,Not guest favourite,Not guest favourite
[LUX Vatican Suite] In Front of Saint Peter!,"Entire rental unit in Rome, Italy",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,"€ 1,600 ",Hosted by Flor,2 months hosting,Not guest favourite,Not guest favourite
Pantheon House-Nel Heart of Rome,"Entire vacation home in Rome, Italy",5 guests ·  · 2 bedrooms ·  · 3 beds ·  · 1 bath,"€ 1,120 ",Hosted by Simone, · 3 years hosting,4.79,14
Luxury apartmet with private garden,"Entire condo in Rome, Italy",8 guests ·  · 4 bedrooms ·  · 4 beds ·  · 3.5 baths,"€ 2,100 ",Hosted by Erika,5 years hosting,Not guest favourite,Not guest favourite
Penthouse of the Star. 500 square maters apartment,"Entire vacation home in Rome, Italy",4 guests ·  · 2 bedrooms ·  · 2 beds ·  · 2.5 baths,"€ 1,889 ",Hosted by Alessandro,8 years hosting,Not guest favourite,Not guest favourite
Residence independent rooms,"Room in Santa Lucia, Italy",2 beds ·  · Shared bathroom,€ 51 ,Hosted by Megi,1 year hosting,Not guest favourite,Not guest favourite
Stevenson room 102,"Room in Rome, Italy",1 bed ·  · Shared bathroom,€ 139 ,Hosted by Simone,5 years hosting,Not guest favourite,Not guest favourite
Like at home Luxury apartment centre,"Entire vacation home in Rome, Italy",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 900 ,Hosted by Roberto E Paola,6 months hosting,Not guest favourite,Not guest favourite
New lovely room - Tiberio - Ravv,"Room in Rome, Italy",2 beds ·  · Shared bathroom,€ 228 ,Hosted by Simone,2 years hosting,Not guest favourite,Not guest favourite
"Lemuria, Vintage-style Casavacanza","Room in Rome, Italy",3 bedrooms ·  · 3 beds ·  · Shared bathroom,€ 150 ,Hosted by Maria Concetta, · 11 years hosting,Not guest favourite,Not guest favourite
Villa Ferrari,"Entire rental unit in Rome, Italy",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 155 ,Hosted by Massimiliano,4 years hosting,Not guest favourite,Not guest favourite
Domus Aventino Luxury Suite Apartment,"Entire rental unit in Rome, Italy",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 550 ,Hosted by Ilaria,7 years hosting,Not guest favourite,Not guest favourite
La Margherita Apartment,"Entire rental unit in Rocca di Papa, Italy",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 2 baths,€ 140 ,Hosted by Accomodalia,10 years hosting,Not guest favourite,Not guest favourite
Villino il Geco. Marco Simone Golf,"Entire home in Marco Simone, Italy",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 72 ,Hosted by Antonella,5 years hosting,Not guest favourite,Not guest favourite
Villino il Geco. Marco Simone Golf,"Entire home in Marco Simone, Italy",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 72 ,Hosted by Antonella,5 years hosting,Not guest favourite,Not guest favourite
Home Bernadette,"Entire condo in Rome, Italy",8 guests ·  · 3 bedrooms ·  · 2 baths,€ 676 ,Hosted by Lina, · 2 years hosting,4.89,18
"Big Luxury Apartment in  Vatican City, St Peter","Room in Rome, Italy",2 bedrooms ·  · 3 beds ·  · Shared half bathroom,€ 360 ,Stay with Antonio,1 year hosting,Not guest favourite,Not guest favourite
Nice app. in villa in Trigoria Biomedical Campus,"Entire rental unit in Selcetta, Italy",3 guests ·  · 1 bedroom ·  · 4 beds ·  · 1 bath,€ 116 ,Hosted by Giuliana,6 years hosting,Not guest favourite,Not guest favourite
the little cabin on the lake,"Entire cabin in Nemi, Italy",3 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 57 ,Hosted by Riccardo,3 months hosting,Not guest favourite,Not guest favourite
steps from the sea,"Entire home in Lido di Ostia, Italy",4 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 117 ,Hosted by Maria Luisa,4 years hosting,Not guest favourite,Not guest favourite
Residence in the Roman village,"Entire rental unit in Mentana, Italy",5 guests ·  · 1 bedroom ·  · 3 beds ·  · 1 bath,€ 83 ,Hosted by Massimo,4 years hosting,5.0,10
Cozy flat near Vatican,"Entire rental unit in Rome, Italy",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,Price not specified,Hosted by Valerio,11 months hosting,Not guest favourite,Not guest favourite
Stanza Claudina,"Room in Rome, Italy",1 double bed ·  · Private attached bathroom,€ 148 ,Stay with Claudia,2 years hosting,Not guest favourite,Not guest favourite
One night a dream,"Entire condo in Ciampino, Italy",6 guests ·  · 2 bedrooms ·  · 1 bed ·  · 2 baths,€ 217 ,Hosted by Marcantonio,2 months hosting,Not guest favourite,Not guest favourite
Appio 155 Apartment,"Entire rental unit in Rome, Italy",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 bath,€ 332 ,Hosted by Domus,2 months hosting,Not guest favourite,Not guest favourite
Lux Room in a Castle in Rome,"Room in Rome, Italy",4 bedrooms ·  · Private attached bathroom,€ 56 ,Hosted by Pier Dante Filippo,10 years hosting,Not guest favourite,Not guest favourite
Pantheon Eye's Appartamento,"Entire rental unit in Rome, Italy",4 guests ·  · 1 bedroom ·  · 1 bed ·  · 2 baths,€ 432 ,Hosted by Maurizio,5 months hosting,Not guest favourite,Not guest favourite
Casa Mameli (fairy sunsets),"Entire home in Marino, Italy",4 guests ·  · 2 bedrooms ·  · 2 beds ·  · 2 baths,€ 200 ,Hosted by Emanuela,5 months hosting,Not guest favourite,Not guest favourite
Rome Services Borgo Suites,"Room in Rome, Italy",2 beds ·  · Private attached bathroom,€ 183 ,Hosted by Fulvio,11 months hosting,Not guest favourite,Not guest favourite
B&B suite,"Entire rental unit in Santa Maria delle Mole, Italy",2 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 225 ,Hosted by Laura,9 months hosting,Not guest favourite,Not guest favourite
Sleek Loft In Downtown Rome,"Entire rental unit in Rome, Italy",4 guests ·  · 1 bedroom ·  · 2 beds ·  · 2 baths,€ 500 ,Hosted by Marco,10 years hosting,Not guest favourite,Not guest favourite
Nice-view Private Room with Private Bathroom,"Room in Rome, Italy",1 bed ·  · Shared bathroom,€ 257 ,Hosted by Vahid,5 years hosting,Not guest favourite,Not guest favourite
"5-seater house, with garden","Entire home in Ostia Antica, Italy",5 guests ·  · 2 bedrooms ·  · 1 bath,€ 119 ,Hosted by Cristiano,5 years hosting,Not guest favourite,Not guest favourite
Nice-view Private Room with Private Bathroom,"Room in Rome, Italy",1 bed ·  · Shared bathroom,€ 257 ,Hosted by Vahid,5 years hosting,Not guest favourite,Not guest favourite
Via Giulia LUXE apartment,"Luxury stay in Centro Storico, Rome, Lazio, Italy",Utilities not specified,"€ 2,200 ",Host name not specified,5 years hosting,Not guest favourite,Not guest favourite
Elegant Apartment with Terrace,"Entire rental unit in Rome, Italy",4 guests ·  · 1 bedroom ·  · 1 bed ·  · 1 bath,€ 227 ,Hosted by Cristian,4 months hosting,Not guest favourite,Not guest favourite
MariaRosy Due Roma Home,"Room in Rome, Italy",2 bedrooms ·  · 2 double beds ·  · Private attached bathroom,€ 60 ,Stay with MariaRosy,12 years hosting,Not guest favourite,Not guest favourite
Entire panoramic house with tub. Villa in the greenery!,"Entire condo in Colleverde II, Italy",2 guests ·  · 2 bedrooms ·  · 2 beds ·  · 1 bath,"€ 1,600 ",Hosted by Flavia Fu, · 2 years hosting,Not guest favourite,Not guest favourite
"3-seater house, with garden","Entire home in Ostia Antica, Italy",3 guests ·  · 1 bedroom ·  · 1 bath,€ 79 ,Hosted by Cristiano, · 2 years hosting,Not guest favourite,Not guest favourite
Flower Home Amazing Apartment at Campo de Fiori,"Entire condo in Rome, Italy",6 guests ·  · 2 bedrooms ·  · 2 baths,€ 682 ,Hosted by Cristina,10 years hosting,Not guest favourite,Not guest favourite
A green oasis just a few miles from the city,"Entire villa in Rome, Italy",6 guests ·  · 3 bedrooms ·  · 4 beds ·  · 2 baths,€ 138 ,Hosted by Emanuela,10 months hosting,Not guest favourite,Not guest favourite
Villa Borghese Executive Suite for 2 people,"Room in boutique hotel in Rome, Italy",2 guests ·  · 1 bedroom ·  · 1 private bath,€ 213 ,Hosted by Villa Borghese Executive,8 years hosting,4.87,15
ARA ANTIUS,"Room in Rome, Italy",1 queen bed ·  · Private attached bathroom,€ 250 ,Hosted by Filippo,9 years hosting,Not guest favourite,Not guest favourite
Superior Suite Villa Con Piscina,"Room in Rome, Italy",1 bed ·  · Private attached bathroom,€ 160 ,Hosted by Jun,9 months hosting,Not guest favourite,Not guest favourite
"CENTRAL B&B in ROME ""TULIPAN ROOM""","Room in Rome, Italy",1 double bed ·  · Private attached bathroom,€ 225 ,Hosted by Marco,8 years hosting,Not guest favourite,Not guest favourite
La Locanda del Borgo - Double,"Room in Monte Porzio Catone, Italy",2 single beds ·  · Private attached bathroom,€ 70 ,Hosted by Edoardo,11 years hosting,4.81,16
Guest House Romano II,"Entire home in Rome, Italy",4 guests ·  · 1 bedroom ·  · 1 bath,€ 315 ,Hosted by Alessio,1 year hosting,Not guest favourite,Not guest favourite
Yellow's Born,"Private room in serviced apartment in Rome, Italy",3 guests ·  · 1 bedroom ·  · 2 beds ·  · 1 private bath,€ 188 ,Hosted by Laura,2 years hosting,Not guest favourite,Not guest favourite
Bellavista: Live a warm atmosphere in Rome,"Entire condo in Rome, Italy",6 guests ·  · 1 bedroom ·  · 6 beds ·  · 2 baths,€ 360 ,Hosted by Achille,2 years hosting,Not guest favourite,Not guest favourite
Villa Marcigliana Rome,"Entire home in Rome, Italy",14 guests ·  · 8 bedrooms ·  · 9 beds ·  · 7.5 baths,"€ 1,000 ",Hosted by Momo,8 years hosting,Not guest favourite,Not guest favourite
